ASIN,Product Name,Category,Keyword,Number of Reviews,Average Review Score,Manufacturer,Price,Unit Count
B08Q74HF4X,DOVE MEN + CARE Shampoo Charcoal + Clay 3 Count For Healthy-Looking Hair Naturally Derived Plant Based Cleansers 25.4 oz,shampoo,men,1123,4.6,,25.07,
B08Q43KGCZ,"Method Men 2-in-1 Shampoo and Conditioner, Cedar and Cypress, Paraben and Phthalate Free, 14 fl oz, 1 Ct",shampoo,men,169,4.6,,11.99,
B08W3Y12KQ,"American Crew Shampoo for Men, Daily Deep Moisturizer, Naturally Derived, Vegan Formula, Citrus Mint Fragrance, 15.2 Fl Oz",shampoo,men,1538,4.6,,18.03,
B08LHX596H,"Old Spice Reinvigorate Shampoo for Men with Tea Tree Oil, 21.9 Oz Each, Twin Pack",shampoo,men,1512,4.6,,15.99,
B00K34NH4O,"by Paul Mitchell Heavy Hitter Daily Deep Cleansing Shampoo for Men, For All Hair Types",shampoo,men,1700,4.6,,34.0,
B0BFJXK855,BLACKWOOD FOR MEN Active Man Daily Shampoo - Men's Vegan Natural Thickening & Clarifying Shampoo for Normal to Oily Hair or Scalp - Fights Hair Loss - Sulfate Free with Ginseng & Aloe Vera (7oz),shampoo,men,719,4.3,,9.99,
B09PGN61L9,"Every Man Jack 2-in-1 Daily Shampoo + Conditioner - Amber + Sandalwood | Nourishing For All Hair Types, Naturally Derived, Cruelty-Free Shampoo and Conditioner Set for Men | 24oz -1 Bottle",shampoo,men,1955,4.5,,17.99,
B08LR3HN72,"Old Spice Swagger 2-in-1 Shampoo and Conditioner for Men, Get Up To 80% Fuller-Looking Hair, 29.2 Fl Oz Each, Twin Pack",shampoo,men,3092,4.7,,19.92,
B0B98R1BSJ,"MANSCAPED® 2 In 1 Shampoo & Conditioner, UltraPremium Formula Infused with Sea Kelp, Coconut Water, Aloe for Nourishing and Hydrating Hair (16 oz)",shampoo,men,593,4.5,,12.99,
B08X6H7NQC,Dr. Squatch Fresh Falls Shampoo + Conditioner Hair Bundle,shampoo,men,8649,4.5,,37.95,
B0BX41PG6P,Viking Revolution Biotin Mens Shampoo - Eucalyptus and Peppermint Shampoo with Jojoba Oil and Mint Oil - Hair Loss Shampoo for Men with Biotin - Mens Shampoo for Thinning Hair (17 Oz),shampoo,men,515,4.6,,17.88,
B00FQRABYC,Suave Men 2 in 1 Shampoo and Conditioner Ocean Charge 12.6 Fl Oz (Pack of 6),shampoo,men,6649,4.7,,17.64,
B07T3HJKT6,"Rocky Mountain Barber Company Men's Shampoo - Tea Tree Oil, Peppermint & Eucalyptus for All Hair Types",shampoo,men,5637,4.4,,13.99,
B0B75SGMHW,"Harry's Men's 2 in 1 Shampoo and Conditioner for All Hair Types | Gentle & Refreshing | 14 Fl Oz, 3 Count",shampoo,men,274,4.7,,23.94,
B08LRC6RJB,"Old Spice Pure Sport 2in1 Shampoo and Conditioner for Men, Twin Pack, Lemon, 58.4 Fl Oz",shampoo,men,2581,4.7,,21.31,
B0796M28ST,Mens Shampoo - Anti Dandruff Shampoo for Men - Peppermint and Tea Tree Oil Shampoo - Dry Scalp Shampoo for Thinning Hair - No Sulfates - Natural Shampoo - 509 ml - 17.2 ounces,shampoo,men,6347,4.5,,27.95,
B002KG28PW,"OGX Nourishing Coconut Milk Shampoo for Strong, Healthy Hair - With Coconut Oil, Egg White Protein, Sulfate & Paraben-Free - 25.4 fl oz",shampoo,men,6560,4.6,,10.39,
B08MGM2W1T,DOVE MEN + CARE 2 in 1 Shampoo & Conditioner Eucalyptus & Birch 4 Count For Healthy-Looking Hair Naturally Derived Plant Based Cleansers 12 oz,shampoo,men,1429,4.7,,21.96,
B0994WXS42,"Keeps Hair Thickening Shampoo for Fuller, Thicker Looking Hair, 8 Ounces - Hair Loss, Thinning & Regrowth Treatment - DHT Blocker for Men - Infused with Biotin, Caffeine, & Saw Palmetto",shampoo,men,2435,4.1,,24.49,
B09R6CHBF1,"hims Thick Fix Shampoo and Conditioner Set for Men- Thickening, Moisturizing, Reduces Shedding- Color Safe Hair Loss Shampoo and Conditioner- 2 pack, 6.4oz",shampoo,men,1228,4.3,,22.96,
B000RYYI7K,Dove Ultra Care Shampoo Daily Moisture for Dry Hair Shampoo with Bio-Restore Complex 20.4 oz,shampoo,men,2199,4.6,,5.98,
B00FH692PQ,"PURA D'OR Anti-Thinning Biotin Shampoo, Clinically Tested DHT Blocker for Thickening Color Treated Hair, Herbal Scent, 16oz",shampoo,men,27403,4.3,,29.99,
B00SWDHC5I,"Brickell Men's Products Daily Strengthening Shampoo for Men, Natural and Organic Featuring Mint and Tea Tree Oil To Soothe Dry and Itchy Scalp, Sulfate Free and Paraben Free, 8 Ounce, Scented",shampoo,men,5743,4.4,,20.0,
B0896N6SPK,"Just For Men Control GX Grey Reducing Shampoo, Gradual Hair Color for Stronger and Healthier Hair, 4 Fl Oz - Pack of 3 (Packaging May Vary)",shampoo,men,17244,4.3,,26.71,
B01ENCBOA0,Rosemary and Biotin Shampoo for Thinning Hair - Vegan Volumizing Shampoo for Fine Hair with Argan and Tea Tree Oil - Paraben Silicone and Sulfate Free Shampoo for Dry Damaged Weak and Thin Hair Care,shampoo,men,53278,4.3,,11.95,
B09HHC156B,"Amazon Basics 2-in-1 Dandruff Shampoo and Conditioner for Men, Smooth Spice Scent, 14.2 Fluid Ounces, 1-Pack (Previously Solimo)",shampoo,men,2126,4.5,,3.75,
B00JB6R7NM,"Tea Tree Shampoo for Men - Invigorating Mens Shampoo with Tea Tree Oil & Peppermint Oil, Paraben Free Formulated to Heal Dry Scalp, Dandruff, and Prevent Hair Loss - 16oz (1 Bottle)",shampoo,men,2792,4.5,,29.99,
B000TGC8D2,"OGX Hydrating + Tea Tree Mint Shampoo, Nourishing & Invigorating Scalp Shampoo with Tea Tree & Peppermint Oil & Milk Proteins, Paraben-Free, Sulfate-Free Surfactants, 13 fl oz",shampoo,men,12742,4.5,,6.62,
B0B9766X15,Viking Revolution Sandalwood Shampoo and Conditioner Set with Biotin and Jojoba Oil - Natural Hair Shampoo and Hair Conditioner for Men with Vitamin B5 (17 Oz),shampoo,men,863,4.4,,,
B071NVVNK3,"OGX Thick & Full + Biotin and Collagen Shampoo, 25.4 Fl Oz",shampoo,men,3705,4.5,,12.28,
B0845CYB5B,DOVE MEN + CARE 2 in 1 Shampoo and Conditioner Fresh and Clean 4 Count Fortifies Hair Helps Strengthen Hair 25.4 oz,shampoo,men,2004,4.7,,32.58,
B000CQRYUG,"Woody's Men's Daily Shampoo- For All Hair Types With Vitamin B5, E, Aloe Vera, Ginger, 32 Fluid Ounce - 1 Pack",shampoo,men,1266,4.6,,,
B0932L3BXK,"JASON Men's Hydrating 2-in-1 Shampoo + Conditioner, 12 oz",shampoo,men,716,4.1,,9.09,
B00139353Q,"Tea Tree Lemon Sage Thickening Shampoo, Builds Body + Boosts Volume, For Fine Hair",shampoo,men,9766,4.5,,18.0,
B00UKL9TR4,True Volume Thickening Shampoo,shampoo,men,1535,4.5,,32.0,
B01DQ99OJO,"Aveda Invati Men Nourishing Exfoliating Shampoo, 8.5 Ounce",shampoo,men,481,4.6,,39.0,
B0080PEM3S,Degree Advanced Antiperspirant Deodorant 72-Hour Sweat & Odor Protection White Flowers & Lychee Antiperspirant for Women with MotionSense Technology 2.6 oz,deodorant,women,24016,4.7,,4.99,
B001ET76WG,"Degree Advanced Antiperspirant Deodorant Shower Clean, 48-Hour Sweat & Odor Protection Antiperspirant for Women with MotionSense Technology 2.6 oz(Pack of 6)(Packaging May Vary)",deodorant,women,18776,4.7,,14.38,
B08ZH9MZGX,"Lady Speed Stick Invisible Dry Antiperspirant Deodorant, Shower Fresh, 2.3oz, 4 Pack",deodorant,women,7447,4.7,,6.78,
B0CBCVPT69,Degree Advanced Antiperspirant Deodorant Vanilla & Jasmine 72-Hour Sweat & Odor Protection Antiperspirant For Women with MotionSense Technology 2.6 oz,deodorant,women,115,4.7,,4.87,
B00ZOIEHYS,"Dove Advanced Care Antiperspirant Caring Coconut, Deodorant Stick for Women, for 48 Hour Protection And Soft And Comfortable Underarms, 2.6 Ounce (Pack of 2)",deodorant,women,27350,4.7,,9.88,
B01HTJTPZA,Dove Advanced Care Antiperspirant Cool Essentials 4 Count Deodorant for Women For 48 Hour Protection And Soft And Comfortable Underarms 2.6 oz,deodorant,women,10154,4.8,,12.98,
B078LTHTRY,Dove Advanced Care Invisible Antiperspirant Deodorant Stick No White Marks on 100 Colors Sheer Cool 48-Hour Sweat and Odor Protecting Deodorant for Women 2.6 oz,deodorant,women,12289,4.7,,5.37,
B07GB3NVN1,"Native Deodorant | Natural Deodorant for Women and Men, 72 Hour Odor Control Aluminum Free with Baking Soda, Coconut Oil and Shea Butter | Coconut & Vanilla",deodorant,women,83763,4.4,,12.97,
B00I69TI5K,"Dove Invisible Solid Antiperspirant Deodorant Stick for Women, Original Clean, For All Day Underarm Sweat & Odor Protection 2.6 oz, 2 Count",deodorant,women,6239,4.8,,6.88,
B00TJ6WLN0,"Mitchum Women's Deodorant, Antiperspirant Stick, Triple Odor Defense Gel, 48 Hr Protection, Shower Fresh, 3.4 Oz (Pack of 2)",deodorant,women,18562,4.6,,6.26,
B01N7E0O2P,"Dove Advanced Care Antiperspirant Deodorant Stick for Women, Revive, for 48 Hour Protection And Soft And Comfortable Underarms, 2.6 oz, 2 Count",deodorant,women,19753,4.7,,10.98,
B00HF3XSO0,Secret Clinical Strength Antiperspirant and Deodorant for Women Invisible Solid Completely Clean 2.6 Oz,deodorant,women,24079,4.7,,12.97,
B01N4NPNYX,Dove Antiperspirant Deodorant Stick Clear Finish No White Marks on 100 Colors 48-Hour Sweat and Odor Protecting Deodorant for Women 2.6 oz,deodorant,women,4360,4.7,,5.37,
B00GMP4QSO,Suave Deodorant 2.6 Ounce 24Hr Sweet Pea & Violet Invis. Solid (76ml) (3 Pack),deodorant,women,724,4.8,,9.9,
B071G16W13,"Degree Women's Black+White 4 Count Antiperspirant Balm 2.6 oz - Protects from Deodorant Stains, Fresh Scent, 48H Non-Stop Protection",deodorant,women,18512,4.8,,18.87,
B00CHJUJTO,Degree Clinical Protection Antiperspirant Deodorant 72-Hour Sweat & Odor Protection Shower Clean Antiperspirant for Women 1.7 oz,deodorant,women,12017,4.6,,8.87,
B01MRUOYWD,"Dove Invisible Antiperspirant Deodorant Spray with 72hr Odor Protection, Pro-Ceramide Technology, 3.8oz",deodorant,women,9485,4.6,,6.73,
B00G6MQLCW,"Nivea Pearl Beauty Roll On For Women, 50Ml (Pack Of 2)",deodorant,women,1355,4.5,,8.59,
B01KWXC890,"Secret Antiperspirant Deodorant for Women, Unscented, Clear Gel, Outlast Xtend, 2.6 Oz (Pack of 6) (Packaging May Vary)",deodorant,women,4656,4.7,,33.17,
B09NPVJ6NQ,"Secret Antiperspirant and Deodorant for Women Refreshing Lavender, Clear Gel, 48 Hr Odor Protection, 3.4 oz (Pack of 3)",deodorant,women,7371,4.6,,20.91,
B001FB5TOA,"Degree Original Antiperspirant Deodorant 48-Hour Sweat & Odor Protection Sheer Powder Antiperspirant for Women 2.6 oz, Pack of 6",deodorant,women,4632,4.7,,24.9,
B08YKGCQJ6,"Degree Advanced Antiperspirant Deodorant Dry Spray 72-Hour Sweat and Odor Protection Sheer Powder Deodorant Spray For Women With MotionSense Technology 3.8 oz, Pack of 3",deodorant,women,5829,4.6,,16.26,
B00CHHKGYY,Dove Clinical Protection Antiperspirant Deodorant For Sweat and Odor Protection Original Clean Antiperspirant For Women Made With 1/4 Moisturizers 1.7 oz,deodorant,women,10068,4.6,,7.85,
B095TWFTF9,"ARM & HAMMER Essentials Deodorant- Orange Citrus- Solid Oval - Made with Natural Deodorizers- Free From Aluminum, Parabens & Phthalates, 2.5 oz (Pack of 2)",deodorant,women,15809,4.4,,7.99,
B00473Y8W2,Nivea Pearl & Beauty Roll-On Deodorant (50 ml),deodorant,women,1518,4.5,,5.49,
B09ZZKBW14,"Lume Whole Body Deodorant - Smooth Solid Stick - 72 Hour Odor Control - Aluminum Free, Baking Soda Free and Skin Safe - 2.6 Ounce (Pack of 2) (Peony Rose)",deodorant,women,15007,4.3,,29.99,
B00LRYGNQ8,"Secret Outlast Antiperspirant and Deodorant Clear Gel, Completely Clean - 2.6 Ounce (Pack of 3)",deodorant,women,3802,4.8,,18.41,
B01KWX917M,"Secret Antiperspirant and Deodorant for Women 48 Hr Odor Protection Clear Gel Lavender Scent, 2.6 Oz (Pack of 6)",deodorant,women,3058,4.8,,30.0,
B001ECQ5IO,"Degree Antiperspirant for Women Protects from Deodorant Stains Pure Clean Deodorant for Women 2.6 oz, (Pack of 4)",deodorant,women,3943,4.6,,15.98,
B01LTI0IWG,"Secret Antiperspirant Deodorant for Women, Protecting Powder Scent, Clear Gel, Outlast Xtend, 2.6 Oz (Pack of 6) (Packaging May Vary)",deodorant,women,1228,4.8,,33.99,
B00H6Y8UT6,"Secret Clinical Strength Antiperspirant and Deodorant for Women Invisible Solid, Completely Clean Scent, 72-hr Sweat Protection, 1.6 oz",deodorant,women,4415,4.6,,8.13,
B00B342HIU,Degree Advanced Antiperspirant Deodorant Sheer Powder 72-Hour Sweat & Odor Protection Antiperspirant for Women with MotionSense Technology 2.6 oz,deodorant,women,5841,4.6,,4.87,
B001C32YYO,"Dove go fresh Antiperspirant Deodorant, Cool Essentials 2.6 oz, Twin Pack",deodorant,women,3148,4.8,,9.99,
B07V25J4J3,"Dove Aluminum Free Deodorant for Women 24-Hour Odor Protection, Coconut and Pink Jasmine, White, 2.6 Ounce (Pack of 3)",deodorant,women,16185,4.4,,18.54,
B00SOBOFD0,"DEGREE DEGREE clinical protection summer strength antiperspirant deodorant, 1.7 Ounce (Pack of 3)",deodorant,women,2250,4.7,,21.39,
B001EWEP40,"Mitchum Anti-Perspirant & Deodorant for Women, Power Gel, Powder Fresh, 3.4 oz (96 g) (Pack of 4)",deodorant,women,2385,4.7,,19.5,
B00GMP4QB6,"Suave 24 Hour Protection Invisible Solid Deodorant for Women, Tropical Paradise, 2.6 Ounce (Pack of 3)",deodorant,women,2161,4.7,,9.89,
B0773WT6D7,Degree Advanced Antiperspirant Deodorant Stress Control 72-Hour Sweat & Odor Protection Antiperspirant for Women with MotionSense Technology 2.6 oz,deodorant,women,16,4.5,,4.98,
B0BPTJWJMV,Degree Antiperspirant Dry Spray Pure Fresh 3 Count Anti White Marks and Yellow Stains Deodorant for Women 3.8 oz,deodorant,women,8186,4.6,,20.92,
B00HF3XT6W,Secret Clinical Strength Antiperspirant and Deodorant for Women Invisible Solid Powder Protection 2.6 Oz,deodorant,women,4928,4.7,,12.97,
B0006V7Y8Y,"Donna Karan Cashmere Mist Anti-Perspirant Deodorant Stick for Women, 1.7 Oz.",deodorant,women,2551,4.6,,32.0,
B01FXMLDDC,"Arm & Hammer Ultramax Invisible Solid Powder Fresh Antiperspirant & Deodorant-2.6 oz, 2 pack",deodorant,women,2637,4.6,,7.5,
B09NPRG5D7,"Secret Antiperspirant and Deodorant Women, Delicate Rose Scent, Clear Gel 3.4 oz (Pack of 3)",deodorant,women,945,4.7,,20.91,
B0BHF5GXD9,Sol de Janeiro Rio Deo Cheirosa '62 Refillable Deodorant,deodorant,women,2310,4.3,,16.0,
B00HF3XT58,Secret Clinical Strength Antiperspirant Deodorant for Women Clean Lavender Scent Clear Gel 2.6 Oz,deodorant,women,7558,4.7,,12.58,
B01LTI08YY,"Secret Antiperspirant and Deodorant for Women, 48 Hr Odor Protection, Clear Gel Berry Scent, 2.6 Oz (Pack of 6)",deodorant,women,860,4.7,,31.99,
B0BMJL589N,"Dove Antiperspirant Spray, International Version, 150 ml (Pack of 10) - Mixed within available scents, no more than 2 products of the same scent",deodorant,women,2590,4.7,,33.33,
B001ET78K6,"Dove Antiperspirant Deodorant, Powder 2.6 Ounce (Pack of 6)",deodorant,women,3237,4.7,,15.34,
B01HTJTMF8,"Dove Men + Care Antiperspirant Deodorant, 72hr Sweat & Odor Protection, Vitamin E, Triple Moisturizer, 4 Pack",deodorant,men,27091,4.6,,14.98,
B072J2ZBPY,Degree Men UltraClear Antiperspirant Deodorant Black + White 4 count 72-Hour Sweat & Odor Protection Antiperspirant For Men With MotionSense Technology 2.7 oz,deodorant,men,30954,4.7,,16.5,
B00TPRG5D0,"Degree Men Original Antiperspirant Deodorant for Men, Pack of 2, 48-Hour Sweat and Odor Protection, Cool Rush 2.7 oz",deodorant,men,3154,4.7,,5.78,
B08TWFRWC8,"Dr. Squatch Natural Deodorant for Men – Odor-Squatching Men's Deodorant Aluminum Free - Alpine Sage + Fresh Falls (2.65 oz, 2 Pack)",deodorant,men,7407,4.3,,34.95,
B093KK33C7,"Dr. Squatch Natural Deodorant for Men – Odor-Squatching Men's Deodorant Aluminum Free - Pine Tar + Birchwood Breeze (2.65 oz, 2 Pack)",deodorant,men,8880,4.3,,34.95,
B00TPRG5D0,"Degree Men Original Antiperspirant Deodorant for Men, Pack of 2, 48-Hour Sweat and Odor Protection, Cool Rush 2.7 oz",deodorant,men,3154,4.7,,5.78,
B001ECQ4M6,"Degree Men Original Antiperspirant Deodorant for Men, Pack of 6, 48-Hour Sweat and Odor Protection, Cool Comfort 2.7 oz",deodorant,men,3430,4.6,,22.14,
B01M1N0RII,"AXE Apollo Antiperspirant Deodorant Stick For Men Sage & Cedarwood 48 Hr Anti Sweat Mens Deodorant, 2.7 Ounce (Pack of 4)",deodorant,men,3091,4.6,,17.88,
B08ZH6P1NY,"Speed Stick Men's Deodorant, Regular, 3 Ounce, 4 Pack",deodorant,men,10251,4.6,,6.89,
B004DH1AXM,"DOVE MEN + CARE Deodorant Stick Moisturizing Deodorant For 72-Hour Protection Clean Comfort Aluminum Free Deodorant For Men, 3 Ounce (Pack of 2)",deodorant,men,51704,4.5,,12.78,
B0014CQGMO,Degree Men Original Protection Antiperspirant Deodorant 48-Hour Sweat and Odor Protection Extreme Blast Antiperspirant For Men 2.7 oz,deodorant,men,61294,4.7,,3.18,
B08NYMBXG8,"Old Spice Aluminum Free Deodorant for Men, Refresh, 3 oz each, Pack of 3",deodorant,men,4364,4.6,,14.97,
B08ZH7LNVX,"Speed Stick Men's Deodorant, Fresh, 3 Ounce, 4 Pack",deodorant,men,6212,4.7,,11.96,
B08NYHVJ5N,"Old Spice Aluminum Free Deodorant for Men, High Endurance Sport, 24/7 Odor Protection, 3 Oz Each, (Pack Of 3)",deodorant,men,10632,4.7,,14.97,
B0061JPJ3M,Degree Men Advanced Antiperspirant Deodorant Everest 2 Count 72-Hour Sweat and Odor Protection Antiperspirant For Men With MotionSense® Technology 2.7 oz,deodorant,men,21747,4.7,,15.96,
B00MUE8QNM,"Speed Stick Solid Deodorant, Ocean Surf 3 oz (Pack of 2)",deodorant,men,965,4.5,,4.12,
B001ECQ4QM,"Degree Men Original Antiperspirant Deodorant for Men, Pack of 6, 48-Hour Sweat and Odor Protection, Sport 2.7 oz",deodorant,men,13436,4.7,,17.34,
B00MMR0SK6,"Axe Dry Anti-perspirant, Invisible Solid, Apollo, 2.7 Oz. (Pack of 2)",deodorant,men,205,4.8,,8.85,
B00CHHKJ2S,"DOVE MEN + CARE Clinical Protection Antiperspirant Clean Comfort Stick for Men 96-Hour Sweat and Odor Protection Clinical Strength Antiperspirant with 1/4 Moisturizing Cream,1.7 Ounce (Pack of 1)",deodorant,men,6601,4.5,,8.35,
B0B5B53NR7,"Gillette Clear Gel Men’s Antiperspirant and Deodorant, 72-Hour Sweat Protection, Cool Wave, #1 Clear Gel Brand for Men, 3.8 oz (Pack of 4)",deodorant,men,3127,4.7,,20.92,
B092N1D95M,"Harry's Men's Deodorant - Odor Control Deodorant - Aluminum-Free - Variety Pack - Stone, Shiso, Redwood, 2.5 Ounce (Pack of 3)",deodorant,men,6619,4.3,,16.47,
B09P4FTJKR,"Every Man Jack Amber + Sandalwood Men’s Deodorant - Stay Fresh with Aluminum Free Deodorant For all Skin Types - Odor Crushing, Long Lasting, with Naturally Derived Ingredients - 3oz - 2pk",deodorant,men,1857,4.1,,14.99,
B00J5K670S,"Arm & Hammer Essentials Natural Deodorant, Fresh - 2.5 oz - 3 pk",deodorant,men,1466,4.6,,9.91,
B09NPNPKGS,"Old Spice Aluminum Free Deodorant for Men, Swagger Scent, 3.8 oz (Pack of 3)",deodorant,men,4972,4.6,,20.91,
B00EO23OKI,"Mitchum Men's Deodorant, Antiperspirant, Triple Odor Defense Gel Stick, 48 Hr Protection, Dermatologist Tested, Alcohol Free, Unscented, 3.4 Oz (Pack of 2)",deodorant,men,14290,4.5,,6.26,
B076ZQVR6K,"Mitchum Men's Deodorant, Antiperspirant Stick, Triple Odor Defense Invisible Solid, 48 Hr Protection, Dermatologist Tested, Intense Energy, 2.7 Oz (Pack of 1)",deodorant,men,14720,4.7,,5.89,
B005LGYCUW,"Old Spice High Endurance Anti-Perspirant & Deodorant, Original 3 oz (Pack of 3)",deodorant,men,8456,4.6,,17.49,
B007VHJWRM,DOVE MEN + CARE Antiperspirant Deodorant Stick Clean Comfort 72-Hour Sweat & Odor Protection Antiperspirant for Men With 1/4 Moisturizing Cream 0.5 oz (Packaging May Vary),deodorant,men,920,4.4,,1.39,
B07GB3NVN1,"Native Deodorant | Natural Deodorant for Women and Men, 72 Hour Odor Control Aluminum Free with Baking Soda, Coconut Oil and Shea Butter | Coconut & Vanilla",deodorant,men,83763,4.4,,12.97,
B01HTJTS4I,"AXE Antiperspirant Deodorant for Men Phoenix 4PK 48H Sweat & Odor Protection for Long Lasting Freshness, Crushed Mint & Rosemary Men's Deodorant 2.7 oz",deodorant,men,11155,4.6,,17.49,
B00YBMM0K6,"Gillette Antiperspirant Deodorant for Men, Cool Wave Scent, Clear Gel Power Beads , 2.85 oz (pack of 3)",deodorant,men,3089,4.5,,13.41,
B015O4YZBQ,"Degree Men Original Deodorant 48-Hour Odor Protection Arctic Edge Deodorant For Men 3 oz, Twin Pack",deodorant,men,167,4.6,,5.78,
B01ASL0P6Y,"Old Spice Men's Triple Protection Antiperspirant & Deodorant, Sweat Defense, Stronger Swagger, 2.6oz",deodorant,men,892,4.8,,5.97,
B095KVK9KL,"Ballsy Pitstick Activated Charcoal Deodorant - Mens Aluminum Free Deodorant w/ Charcoal, & Plant Based Extracts – Cruelty & Baking Soda-Free Underarm Deodorant for Odor Protection, 2.75 oz",deodorant,men,502,4.4,,12.0,
B07V3TR2ST,"Native Deodorant | Natural Deodorant for Men, Aluminum Free with Baking Soda, Probiotics, Coconut Oil and Shea Butter | Charcoal",deodorant,men,30502,4.5,,12.97,
B09T5LYWG1,"Old Spice Men's Deodorant Aluminum-Free Fiji with Palm Tree, 3oz (Pack of 3) with Travel-Size Swagger Body Wash",deodorant,men,4216,4.6,,19.6,
B07D5HJST1,"Degree Men Original Antiperspirant Deodorant for Men, Pack of 2, 48-Hour Sweat and Odor Protection, Sport 2.7 oz",deodorant,men,738,4.7,,5.78,
B07BVV3VKB,"Right Guard Xtreme Defense Antiperspirant & Deodorant Gel | 5-in-1 Protection For Men | Blocks Sweat 2X Longer | 72-Hour Odor Control | Fresh Blast Scent, 4 oz. (4 count)",deodorant,men,11852,4.7,,15.86,
B096L4D8Y1,"AXE Deodorant Stick for Men Cool Ocean For Long Lasting Odor Protection All Day Fresh Scent Men's Deo, Aluminum Free 3 oz",deodorant,men,28,4.1,,5.19,
B006VTINTY,Degree Men Antiperspirant Deodorant Clean 72-Hour Sweat & Odor Protection Prescription-Strength Antiperspirant For Men with MotionSense Technology 1.7 oz,deodorant,men,4757,4.5,,8.87,
B09P8VX6R1,DOVE MEN + CARE Antiperspirant Deodorant Sea Salt and Wild Lavender Natural Inspired Deodorant for men 2.6 oz 4 Count,deodorant,men,5744,4.6,,34.84,
B07HZ719F9,Old Spice Antiperspirant Deodorant for Men Inspired by Nature Wilderness With Lavender Invisible Solid 2.6 oz,deodorant,men,229,4.6,,5.97,
B0014CTCQ6,"Degree Men Original Antiperspirant Deodorant for Men, 48-Hour Sweat and Odor Protection, Sport, 2.7 oz",deodorant,men,3646,4.6,,5.49,
B0BQCZ3C5B,"Mando Whole Body Deodorant For Men - Smooth Solid Stick - 72 Hour Odor Control - Aluminum Free, Baking Soda Free, Skin Safe - 2.6 Ounce (Bourbon Leather)",deodorant,men,2336,4.1,,17.99,
B09NP3L2X5,Degree Men Advanced Antiperspirant Deodorant 72-Hour Sweat and Odor Protection Sage and Ocean Mist Deodorant for Men with Motionsense Technology 2.7 oz 4 Count,deodorant,men,1098,4.7,,19.92,
B08WWGKNN7,"AXE Apollo Deodorant Stick For Long Lasting Odor Protection, Sage And Cedarwood Men's Deo, Aluminum Free 3oz 4 Count",deodorant,men,10084,4.4,,25.56,
B09DYWRMY6,"Aluminum-Free Natural Deodorant for Men by Bravo Sierra - Long Lasting All-Day Odor and Sweat Protection - Sandalwood and Fig, 3.2 oz - Paraben-Free, Baking Soda Free, Vegan and Cruelty Free - Will Not Stain Clothes",deodorant,men,9178,4.1,,14.5,
B0017JRE0W,"Calvin Klein OBSESSION for Men Deodorant, 2.6 Oz.",deodorant,men,1794,4.5,,24.0,
B0859LSZHR,"Bevel Deodorant for Men with Coconut Oil and Shea Butter, Aluminum Free, No Streaks, 48 Hour Protection, 2.5 Oz (Packaging May Vary)",deodorant,men,1357,4.1,,9.99,
B01G10A2L4,"Dove Men + Care Clean Comfort Spray Deodorant & Antiperspirant 150ml / 3.8 Ounce,(4 Pack)",deodorant,men,1708,4.6,,17.99,
B07CDMC6BG,"Dry Idea Gel Deodorant & Antiperspirant | 2X Longer Sweat Protection | 72-Hour Odor Protection | Unscented & Hypoallergenic for Sensitive Skin, 3 oz.",deodorant,men,6660,4.7,,19.07,
B0BMHZB644,Dove Men+ Care Dry Spray Antiperspirant Deodorant 150 ML Pack of 6 Mixed Scents 5 Fl Oz (Pack of 6) 30 Fl Oz,deodorant,men,1520,4.6,,25.49,
B082VKHR6F,"Tom's of Maine Long-Lasting Aluminum-Free Natural Deodorant for Men, Mountain Spring, 2.8 oz. 3-Pack (Packaging May Vary)",deodorant,men,33745,4.3,,14.99,
B08KT2Z93D,"eos Shea Better Body Lotion- Vanilla Cashmere, 24-Hour Moisture Skin Care, Lightweight & Non-Greasy, Made with Natural Shea, Vegan, 16 fl oz",lotion,women,5860,4.7,,8.37,
B073CXZ8KR,"Nivea Oil Infused Body Lotion, Cherry Blossom Lotion with Jojoba Oil, Moisturizing Body Lotion for Dry Skin, 16.9 Fl Oz Pump Bottle",lotion,women,31710,4.7,,7.28,
B00DG8F02Q,"NIVEA Shea Nourish Body Lotion, Dry Skin Lotion with Shea Butter, 16.9 Fl Oz Pump Bottle",lotion,women,38954,4.6,,5.81,
B096W6F7H1,"Method Daily Lotion, Pure Peace, Plant-Based Moisturizer for 24 Hours of Hydration, 13.5 fl oz (Pack of 1)",lotion,women,1261,4.4,,8.98,
B076G2XGY3,"NIVEA Essentially Enriched Body Lotion for Dry Skin, Pack of 2, 16.9 Fl Oz Pump Bottles",lotion,women,16802,4.7,,10.98,
B000EGOG46,"Queen Helene Cocoa Butter Hand & Body Lotion, 32 Oz (Packaging May Vary)",lotion,women,4301,4.5,,3.98,
B0058RVR6G,New Victoria's Secret Pure Seduction Fragrance Lotion,lotion,women,1820,4.7,,13.3,
B00W4TWD7I,"Jergens Skin Firming Body Lotion for Dry to Extra Dry Skin, Skin Tightening Cream with Collagen and Elastin, Hydralucence Blend Formula, 16.8 oz",lotion,women,9918,4.6,,7.32,
B09V1RBGF9,Victoria's Secret Pink Honey Nourishing Body Lotion with Pure Honey,lotion,women,936,4.6,,17.95,
