ASIN,Product Name,Category,Keyword,Unit Count,Number of Reviews,Average Review Score,Manufacturer,Price
B06X95YPCW,"No. 102 Men&#x27;s Body Scrub Soap 7 oz, Fresh Original Woodsy Scent, Best Exfoliating Bar for Men, Made with Natural Ingredients, Apricot Seed Powder, Shea Butter, Olive Oil, Green Tea Extracts",soap,men,7,14084,4.6,,$9.99
B076PQMDLW,"Duke Cannon Supply Co. Big Brick of Soap - Superior Grade, Extra Large Men&#x27;s Bar Soap with Masculine Scents, Body Soap, All Skin Types, 10 oz",soap,men,1,2827,4.7,,$7.98
B0B5HP3XXM,"DOVE MEN + CARE Natural Essential Oil Bar Soap Exfoliating Charcoal + Clove Oil 4 Count To Clean And Hydrate Mens Skin 4-in-1 Bar Soap For Men&#x27;s Body, Hair, Face And Shave 5oz",soap,men,20,1596,4.4,,$23.74
B0752CBW5T,L’Oréal Paris Elvive Total Repair 5 Repairing Conditioner for Damaged Hair Conditioner with Protein and Ceramide for Strong Silky Shiny Healthy Renewed Hair 28 Fl Oz,conditioner,women,28,10695,4.6,,$7.79
B0BCR3DNM5,"L’Oréal Paris Elvive Hyaluron Plump Hydrating Conditioner for Dehydrated, Dry Hair Infused with Hyaluronic Acid Care Complex, Paraben-Free, 12.6 Fl Oz",conditioner,women,12,1793,4.5,,$4.49
B092PVHFL3,"MONDAY HAIRCARE Moisture Conditioner 12oz for Dry, Coarse, Stressed, Coily and Curly Hair, Made from Coconut Oil, Rice Protein, Shea Butter, &amp; Vitamin E, 100% Recyclable Bottles (350ml) (10434)",conditioner,women,12,643,4.5,,$5.97
B09GTVVWTK,"Pantene Conditioner Twin Pack with Hair Treatment, Daily Moisture Renewal for Dry Hair, Safe for Color-Treated Hair",conditioner,women,50,875,4.7,,$15.91
B07D37SBHF,No. 5 Bond Maintenance Conditioner,conditioner,women,8,68231,4.6,,$30.00
B0BMJGYVRW,"Mielle Organics Rosemary Mint Strengthening Conditioner with Biotin, 12 Ounce",conditioner,women,12,4331,4.6,,$8.99
B074VLNPSG,"Fructis Grow Strong Conditioner, 33.8 Fl Oz, 1 Count (Packaging May Vary)",conditioner,women,34,11552,4.6,,$8.47
B00ADR6M2U,"OGX Thick &amp; Full + Biotin &amp; Collagen Volumizing Conditioner for Thin Hair, with Vitamin B7 &amp; Hydrolyzed Wheat Protein, Paraben-Free, Sulfate-Free Surfactants, 13 fl oz",conditioner,women,13,8306,4.5,,$6.97
B088LJHK2F,"Nexxus Clean and Pure Conditioner, With ProteinFusion, Nourished Hair Care Silicone, Dye And Paraben Free 33.8 oz",conditioner,women,34,919,4.6,,$18.99
B00L01DEII,Biolage Ultra Hydra Source Conditioning Balm | Deep Hydrating Conditioner | Renews Hair’s Moisture | For Very Dry Hair | Silicone-Free | Vegan | Salon Conditioner,conditioner,women,34,20986,4.7,,$42.00
B000GFZWE8,Nexxus Humectress Moisturizing Conditioner Ultimate Moisture for Dry Hair Moisturizing ProteinFusion with Elastin Protein and Green Caviar 33.8 oz,conditioner,women,34,8411,4.7,,$12.46
B084LJ45YN,"Herbal Essences Smooth Collection Conditioner, 29.2 fl oz",conditioner,women,29,2800,4.7,,$9.97
B08SSCQH77,"Redken All Soft Conditioner | Deeply Conditions and Hydrates | Softens, Smooths, and Adds Shine | Safe for Color-Treated Hair | Nourishing Shampoo for Dry Hair | With Argan Oil",conditioner,women,10,17952,4.7,,$26.00
B002KG4EJK,"OGX Nourishing + Coconut Milk Moisturizing Conditioner for Strong &amp; Healthy Hair, with Coconut Milk, Coconut Oil &amp; Egg White Protein, Paraben-Free, Sulfate-Free Surfactants, 25.4 fl oz",conditioner,women,25,6677,4.6,,$10.82
B08TV174ZP,"American Crew Men&#x27;s Conditioner, Daily Moisturizing Conditioner, Naturally Derived, Vegan Formula, Citrus Mint, 8.45 Fl Oz",conditioner,men,8,1387,4.6,,$9.95
B000TGA3C0,"OGX Hydrating + Tea Tree Mint Conditioner, Nourishing &amp; Invigorating Scalp Conditioner with Tea Tree &amp; Peppermint Oil &amp; Milk Proteins, Paraben-Free, Sulfate-Free Surfactants, 13 fl oz",conditioner,men,13,9356,4.5,,$6.28
B002KG4EJK,"OGX Nourishing + Coconut Milk Moisturizing Conditioner for Strong &amp; Healthy Hair, with Coconut Milk, Coconut Oil &amp; Egg White Protein, Paraben-Free, Sulfate-Free Surfactants, 25.4 fl oz",conditioner,men,25,6677,4.6,,$10.82
B000B626ZK,"Tea Tree Special Conditioner, Detangles, Smoothes + Softens, For All Hair Types",conditioner,men,10,16351,4.6,,$19.50
B09HHHH8B3,"Amazon Basics Moisture Rich Conditioner, 28 Fluid Ounce",conditioner,men,28,2205,4.2,,$4.54
B0BX41QR3H,Viking Revolution Biotin Mens Conditioner - Eucalyptus and Peppermint Conditioner with Jojoba Oil and Mint Oil - Peppermint Oil Hair Conditioner for Men - Conditioner for Dry Hair (17 Oz),conditioner,men,17,515,4.6,,$17.88
B08BTKN3P9,TRESemmé Conditioner Moisture Rich 3 Count for Dry Hair Professional Quality Salon-Healthy Look and Shine Moisture Rich Formulated with Vitamin E and Biotin 28 oz,conditioner,men,85,16119,4.7,,$19.47
B008G8G4KI,"OGX Renewing + Argan Oil of Morocco Conditioner, 25.4 Ounce Salon Size, Blue",conditioner,men,26,2582,4.7,,$11.99
B0BFJWQBD4,"BLACKWOOD FOR MEN Active Man Daily Conditioner - Men&#x27;s Vegan &amp; Natural Thickening Conditioner for Hair Loss &amp; Dandruff - Deep Treatment for Shine - Sulfate Free, Paraben Free, &amp; Cruelty Free (7 Oz)",conditioner,men,7,758,4.4,,$9.99
B08NZSS9YS,"Huron Men’s Conditioner - Lightweight, Hydrating Conditioner - Eliminates Frizzy Hair, Moisturizes, &amp; Restores Shine - Clean &amp; Invigorating Scent - 100% Vegan Ingredients &amp; Cruelty-Free - 11.8 Fl Oz",conditioner,men,12,776,4.5,,$18.00
B074VLNPSG,"Fructis Grow Strong Conditioner, 33.8 Fl Oz, 1 Count (Packaging May Vary)",conditioner,men,34,11552,4.6,,$8.47
B07HMP3CYT,"OGX Aveeno Scalp Soothing Oat Milk Blend Conditioner , Fresh, 12 Fl Oz",conditioner,men,12,3690,4.5,,$5.99
B0859L885L,"Bevel Hair Conditioner for Men with Coconut Oil and Shea Butter, Sulfate Free Conditioner for Textured Hair, Moisturizes, Conditions and Detangles Hair, 12 Oz (Packaging May Vary)",conditioner,men,12,344,4.6,,$9.95
B0103FX7PG,"Brickell Men&#x27;s Revitalizing Hair Conditioner for Men, Natural and Organic Nourishing Hair Conditioner, Restores Shine and Moisture, 8 Ounce, Scented, New Formula",conditioner,men,8,1508,4.4,,$20.00
B07ZQ8JCN3,Trojan G. Spot Premium Lubricated Condoms - 10 Count,condoms,women,10,8103,4.3,,$5.40
B0735Q681B,"SKYN Elite – 36 Count – Ultra-Thin, Lubricated Latex-Free Condoms",condoms,women,36,43957,4.6,,$15.38
B00477OXKA,Trojan Pleasure Variety Pack Lubricated Condoms - 12 Count,condoms,women,12,17165,4.6,,$7.98
B0973B6S8K,"LOLA Ultra Thin Latex Condoms - Ultra Thin Condoms with Silicone Based Lube, Sexual Wellness Condoms with Intimate Lubricant, 24 Count",condoms,women,24,610,4.4,,$15.99
B00R3UKU64,Trojan Magnum Bareskin Large Size Condoms - 10 Count,condoms,women,10,17922,4.7,,$7.98
B0040VPKC8,Trojan Her Pleasure Sensations Lubricated Condoms - 12 Count (Packaging May Vary),condoms,women,12,7552,4.5,,$9.78
B0040VPKAU,"Trojan Her Pleasure Sensations Spermicidal Lubricated Condoms, 12ct",condoms,women,12,2713,4.5,,$2.18
B0C96NGVBN,"Finger Sleeves Vibrator Accessories, G-Spot Clitoral Stimulator Finger Sleeve Soft Silicone Sex Toy Stimulation for Women Vaginal Anal Sex for Couples",condoms,women,1,42,3.5,,$5.99
B09N16VDS5,GALPADA 24pcs Colorful Flower Condoms Safe Sleeve Adult Sex Life Supplies Ultra- Thin Health Products Gifts (Small Flower),condoms,women,24,163,3.5,,$18.65
B07F211BZY,"K-Y Me &amp; You Extra Lubricated Ultra Thin Latex Condoms- Extra Water Based Lube For Comfort and Smoothness, Reservoir Tip, HSA Eligible, 48 Count",condoms,women,48,1109,4.3,,$14.99
B0C83VB6YT,"ONE® Flex™ Condoms︱Condoms Made With Graphene, the World&#x27;s Thinnest &amp; Strongest Material︱Ultra Thin, Flexible, Strong︱Nontoxic, Vegan, Non-GMO︱Pleasure-Enhancing Next Generation Condoms",condoms,women,10,22,4,,$9.99
B008UYN4QA,Trojan Bareskin Thin Premium Lubricated Condoms - 24 Count,condoms,women,24,15144,4.6,,$15.97
B079JMHGN8,SKYN Extra Studded Condoms Non-Latex Ultra Thin Natural Feel with SKYNFEEL Technology 22 Count Box,condoms,women,N/A,1875,4.6,,$15.93
B009SMY7WI,"Trojan Condom Sensitivity Ultra Thin Spermicidal, 12 Count",condoms,women,12,26307,4.6,,$7.98
B0735Q681B,"SKYN Elite – 36 Count – Ultra-Thin, Lubricated Latex-Free Condoms",condoms,men,36,43957,4.6,,$15.38
B0073RBUZ2,"TROJAN Ultra Thin Condoms For Ultra Sensitivity, Lubricated Condoms for Men, America’s Number One Condom, 36 Count Value Pack",condoms,men,36,26307,4.6,,$15.79
B004WDRCTI,"TROJAN EXTENDED PLEASURE Climax Control Extended Pleasure Condoms, 12 Count",condoms,men,12,10062,4.4,,$7.98
B01LNH759W,"TROJAN Magnum BareSkin Premium Large Condoms, Comfortable and Smooth Lubricated Condoms for Men, America’s Number One Condom, 24 Count Value Pack",condoms,men,24,17922,4.7,,$15.97
B07ZQ8JCN3,Trojan G. Spot Premium Lubricated Condoms - 10 Count,condoms,men,10,8103,4.3,,$5.40
B0073RKL2U,"TROJAN Pleasure Pack Assorted Condoms, Lubricated Condoms Value Pack, 36 Count",condoms,men,36,17165,4.6,,$19.47
B00EJPU14C,Lifestyles Ultra Sensitive Condoms Bulk 50 per Pack,condoms,men,49,1714,4.4,,$8.79
B0073RAL3O,"Trojan Ultra Ribbed Condoms For Ultra Stimulation, 36 Count, 1 Pack",condoms,men,36,14738,4.6,,$15.47
B0073R7TWU,"TROJAN ENZ Lubricated Condoms, Latex Condoms For Contraception and STI Protection, America’s Number One Condom, 36 Count Value Pack",condoms,men,36,8950,4.6,,$14.97
B0040VPKAU,"Trojan Her Pleasure Sensations Spermicidal Lubricated Condoms, 12ct",condoms,men,12,2713,4.5,,$2.18
B0759N57BX,"Durex Pleasure Pack Assorted Condoms, Natural Rubber Latex Condoms for Men, Regular Fit, FSA &amp; HSA Eligible, 42 Count (Packaging may Vary)",condoms,men,42,6430,4.5,,$13.72
B0946VTR1Y,"TROJAN BareSkin Raw Thin Condoms, Lubricated Condoms For Men, America’s Number One Condom Brand, 24 Count Pack",condoms,men,24,3628,4.5,,$17.42
B0083HLPLA,"TROJAN Magnum Lubricated Large Condoms, Comfortable and Smooth Lubricated Condoms for Men, America’s Number One Condom, 36 Count Pack",condoms,men,36,21917,4.8,,$15.47
B001GPE6EO,LifeStyles Snugger Fit Condoms- 12pk,condoms,men,12,6053,4.4,,$5.02
